state,state,period,combined-heat-and-pwr-comm,combined-heat-and-pwr-elect,combined-heat-and-pwr-indust,direct-use,elect-pwr-sector-gen-subtotal,electric-utilities,energy-only-providers,estimated-losses,facility-direct,full-service-providers,independent-power-producers,indust-and-comm-gen-subtotal,net-interstate-trade,net-trade-index,total-disposition,total-elect-indust,total-international-exports,total-international-imports,total-net-generation,total-supply,unaccounted
IL,IL,2018-01-01,405237,677659,2807239,4109450.0,184790881,5449803,90375825,7357800,456619.0,51822364,178663419,3212476,33013081,1.21,188027642,142654808,681.0,24285.0,188003357,188027642,891822
IL,IL,2017-01-01,433008,692146,2739342,4132455.0,180419222,5066477,87812089,7463264,455973.0,48928248,174660599,3172349,33845590,1.23,183593769,137196310,27.0,2198.0,183591571,183593769,956123
IL,IL,2016-01-01,353985,622802,2675322,3502951.0,184259824,5190971,91815765,7361573,376109.0,48858535,178446052,3029307,33623986,1.22,187289131,141050409,13.5,1099.0,187289131,187289131,1750211
IL,IL,2015-01-01,489066,694033,2661717,4046920.0,190801256,4428539,93072371,6915147,453114.0,45094485,185678684,3150784,42209526,1.28,193952040,138619970,0.0,0.0,193952040,193952040,2160477
IL,IL,2014-01-01,537517,606391,2788689,3439427.0,198817672,10457398,98281822,7369994,447337.0,42811128,187753883,3326206,47964094,1.31,202143878,141540287,0.0,0.0,202143878,202143878,1830076
IL,IL,2013-01-01,643714,560597,2660295,3762261.0,199700911,11571734,97874229,7617707,451507.0,43479152,187568580,3304009,47680899,1.31,203004919,141804888,0.0,0.0,203004919,203004919,2139165
IL,IL,2012-01-01,491623,627657,2628051,3642664.0,194445688,12424396,81652022,7773260,644397.0,61243585,181393636,3119673,40160459,1.26,197570972,143540004,0.0,5610.0,197565362,197570972,2454586
IL,IL,2011-01-01,447408,501770,2862947,3813428.0,196189372,12242294,69967693,8829418,412746.0,72505128,183445309,3310356,43066276,1.28,199499878,142885567,0.0,150.0,199499728,199499878,905188
IL,IL,2010-01-01,432188,484903,2738453,3715097.0,198181231,12418332,66870142,8942991,464639.0,77425893,185277996,3170641,42663502,1.27,201352505,144760674,0.0,633.0,201351872,201352505,1270241
IL,IL,2009-01-01,440215,531194,2350767,3289437.0,191073375,10633876,62493959,8701236,491895.0,73702612,179908306,2790982,43960894,1.29,193873825,136688466,1620.0,9468.0,193864357,193873825,1232173
IL,IL,2008-01-01,523360,552207,2508433,3349834.0,196443385,3811235,64479615,9212360,516086.0,79624213,192079944,3031792,40446801,1.25,199527980,144619914,10435.0,52802.0,199475178,199527980,1888636
IL,IL,2007-01-01,535511,618522,2893587,3586830.0,196831583,9977633,61446825,9244192,0.0,84608326,186235428,3429098,39106909,1.24,200327047,146055151,6192.0,66366.0,200260681,200327047,2327773
IL,IL,2006-01-01,497628,592527,2830284,3606139.0,189099047,11094235,26510086,9236155,0.0,115937725,177412285,3327911,33926959,1.21,192426958,142447811,150.0,0.0,192426958,192426958,6812277
IL,IL,2005-01-01,505850,617840,2968541,3567588.0,190645755,10767684,27937718,9690261,0.0,117048497,179260231,3474391,32506001,1.2,194121284,144986215,19136.0,1138.0,194120146,194121284,6916104
IL,IL,2004-01-01,578894,550937,2819094,4280370.0,188559791,19184751,27067038,10203972,516055.0,111670863,168824103,3397988,35602813,1.23,191959882,139253956,18123.0,2104.0,191957778,191959882,6876738
IL,IL,2003-01-01,301188,582077,2968497,4275912.0,185785574,9563746,21177378,10004427,466234.0,114604279,175639752,3269686,37193892,1.24,189055260,136247891,160185.0,0.0,189055260,189055260,5444588
IL,IL,2002-01-01,389597,863157,2882420,4222297.0,184782432,17149913,16567835,10422270,498454.0,121879478,166769362,3272017,33267839,1.21,188054449,138945767,125015.0,0.0,188054449,188054449,5289336
IL,IL,2001-01-01,247966,832607,2712656,4132464.0,176288650,29835014,11769753,10638294,0.0,124263796,145621029,2960622,28696913,1.19,179249272,136033549,0.0,0.0,179249272,179249272,3876383
IL,IL,2000-01-01,251069,788419,2914154,5084484.0,175330859,113565741,9100681,10477170,0.0,125596281,60976699,3165223,27481567,1.18,178496081,134696962,0.0,0.0,178496081,178496081,140397563
IL,IL,1999-01-01,249544,894504,2849965,4090793.0,160311008,149807865,444690,10409149,0.0,132236849,9608640,3099510,14226808,1.1,163410518,132681539,0.0,0.0,163410518,163410518,138637789
IL,IL,1998-01-01,269841,293627,3106334,3615722.0,135088388,131273709,479696,9364678,0.0,131217397,3521052,3376175,-8637603,0.94,138464563,131697093,0.0,0.0,138464563,138464563,137602175
IL,IL,1997-01-01,289332,281664,3113554,3453832.0,131737883,131138327,504614,9571891,0.0,126448704,317891,3402887,-7148924,0.95,135140769,126953318,0.0,0.0,135140769,135140769,132587395
IL,IL,1996-01-01,258788,34283,2991200,3263035.0,144483038,144116009,401257,9779586,0.0,125589124,332746,3249988,6209605,1.04,147733026,125990381,0.0,0.0,147733026,147733026,131614582
IL,IL,1995-01-01,288263,33709,2890545,3201875.0,145479125,145165161,0,9634616,0.0,126231065,280255,3178808,6567447,1.05,148657933,126231065,0.0,0.0,148657933,148657933,132326437
IL,IL,1994-01-01,307394,42545,2917757,3250970.0,138074145,137745525,0,9229154,0.0,121490048,286075,3225151,5039464,1.04,141299296,121490048,0.0,0.0,141299296,141299296,126905937
IL,IL,1993-01-01,293151,42089,2763299,3076869.0,140396641,140081020,0,9426874,0.0,117786375,273532,3056450,10745137,1.08,143453091,117786375,0.0,0.0,143453091,143453091,123160217
IL,IL,1992-01-01,134940,37664,2830994,2970365.0,125080293,124824093,0,8895172,0.0,112520519,218536,2965934,1423491,1.01,128046228,112520519,0.0,0.0,128046228,128046228,117612074
IL,IL,1991-01-01,102433,37664,2059762,2184074.0,128112150,127851375,0,8973729,0.0,116868558,223111,2162195,-623992,1.0,130274345,116868558,0.0,0.0,130274345,130274345,121805557
IL,IL,1990-01-01,70055,37664,2097648,2173985.0,127224769,126977389,0,8470998,0.0,111576776,209716,2167702,4394380,1.04,129392471,111576776,0.0,0.0,129392471,129392471,116413343
IN,IN,2022-01-01,240234,7240547,4783816,7029656.0,93030854,61239551,0,5411546,4142.0,100040223,24550755,5024051,-14249888,0.87,98054905,100044365,0.0,0.0,98054905,98054905,-180775
IN,IN,2021-01-01,252271,7728162,4642629,7406286.0,89269897,60648331,0,4692418,4251.0,99735795,20893403,4894899,-18310966,0.84,94164796,99740046,0.0,0.0,94164796,94164796,637012
IN,IN,2020-01-01,254853,7790051,4648137,7344405.0,85169989,57441464,0,5411018,5426.0,97150318,19938474,4902990,-19692235,0.82,90072979,97155744,0.0,0.0,90072979,90072979,-145952
IN,IN,2019-01-01,291505,7257740,4390325,7416064.0,97823551,70436979,0,5536487,22703.0,102081500,20128832,4681830,-12806280,0.89,102505381,102104203,0.0,0.0,102505381,102505381,254907
IN,IN,2018-01-01,249985,7042128,4241705,6819691.0,108968021,84829877,0,5374101,24362.0,104170014,17096015,4491690,-3506934,0.97,113532779,104194376,162.0,73068.0,113459711,113532779,651382
IN,IN,2017-01-01,264985,4983233,3655564,4958199.0,95009269,77340014,0,5383593,25656.0,98940312,12686022,3920550,-11054635,0.9,98942827,98965968,7.0,13009.0,98929818,98942827,689695
IN,IN,2016-01-01,279798,6542385,3183090,4928602.0,98296171,86422710,0,5412467,13348.0,103691473,5331077,3462888,-13559870,0.88,101773358,103704821,526.0,14299.0,101759059,101773358,1286812
IN,IN,2015-01-01,246243,7912031,3280157,8352553.0,100492875,87771094,0,5213775,16241.0,104498277,4809750,3526400,-15572939,0.87,104142015,104514518,5185.0,122740.0,104019275,104142015,1628923
IN,IN,2014-01-01,213899,7462710,3038629,7958621.0,112142864,100983285,0,5568490,8120.5,106942504,3696870,3252527,-6412538,0.95,115441174,106942504,1361.0,45782.0,115395392,115441174,1382736
IN,IN,2013-01-01,219930,7317889,3235980,8577181.0,106947567,96047678,0,5666744,0.0,105487389,3582000,3455910,-10858603,0.91,110487109,105487389,23092.0,83632.0,110403477,110487109,1591306
IN,IN,2012-01-01,232306,7527422,3261193,8344927.0,111202230,99680685,0,5695557,288491.0,104884934,3994124,3493499,-6300133,0.95,114728573,105173425,16294.0,32844.0,114695729,114728573,1798503
IN,IN,2011-01-01,223688,7529203,3018731,8110579.0,118888995,104840027,0,6538887,298493.0,105519646,6519765,3242419,989622,1.01,122132166,105818139,4574.0,752.0,122131414,122132166,670364
IN,IN,2010-01-01,234734,7525108,3104799,7997274.0,121841205,107852560,0,6548096,290720.0,105703656,6463537,3339534,3712284,1.03,125187219,105994376,5114.0,6480.0,125180739,125187219,930076
IN,IN,2009-01-01,193029,5984426,2671224,7502074.0,113806027,103594020,0,6321934,294234.0,99017579,4227581,2864253,2608109,1.02,116677008,99311813,37835.0,6728.0,116670280,116677008,895242
IN,IN,2008-01-01,217610,5300552,3264806,7896332.0,126027878,115887993,0,6814723,203817.0,106776887,4839333,3482416,6338892,1.05,129533013,106980704,105268.0,22719.0,129510294,129533013,1397094
IN,IN,2007-01-01,213780,5915341,3262881,7348413.0,127161337,116727908,0,6925472,0.0,109420150,4518088,3476661,5177545,1.04,130717238,109420150,101759.0,79239.0,130637999,130717238,1743898
IN,IN,2006-01-01,225774,5525921,3607025,7524962.0,126656989,117643504,0,6851166,0.0,105664484,3487564,3832799,12943922,1.11,130520286,105664484,0.0,30498.0,130489788,130520286,5053189
IN,IN,2005-01-01,250037,5649629,3439508,7349245.0,126682028,117373699,0,7121275,0.0,106548910,3658700,3689545,11622344,1.1,130383341,106548910,887.0,11768.0,130371573,130383341,5082575
IN,IN,2004-01-01,255893,5630369,3926134,4760620.0,123588369,114690471,0,7554335,0.0,103094263,3267530,4182027,12025963,1.1,127770396,103094263,0.0,0.0,127770396,127770396,5091074
IN,IN,2003-01-01,229123,5474441,3371715,4755661.0,121287379,112395725,0,7377161,0.0,100467779,3417214,3600838,13023739,1.12,124888217,100467779,0.0,0.0,124888217,124888217,4014783
IN,IN,2002-01-01,242283,21899,3435035,4696031.0,121930821,112029989,0,7608118,0.0,101428550,9878933,3677318,12704821,1.11,125608139,101428550,810.0,0.0,125608139,125608139,3861144
IN,IN,2001-01-01,224797,11921,4001393,4596119.0,118343490,114666355,0,7643135,0.0,97733968,3665213,4226190,14402974,1.13,122569679,97733968,0.0,0.0,122569679,122569679,2785006
IN,IN,2000-01-01,199537,1024,4103504,4759443.0,123516477,119721399,0,7605253,0.0,97774925,3794054,4303041,18198799,1.17,127819518,97774925,0.0,0.0,127819518,127819518,101912931
IN,IN,1999-01-01,194668,0,4559460,5168553.0,117010369,114182827,0,7589103,0.0,96735464,2827542,4754128,12995449,1.12,121764497,96735464,0.0,0.0,121764497,121764497,101078042
IN,IN,1998-01-01,196594,0,3715306,4298130.0,113559624,112771878,0,6546092,0.0,92058825,787746,3911900,14642484,1.14,117471525,92058825,0.0,0.0,117471525,117471525,96186592
IN,IN,1997-01-01,198162,0,3979882,4178921.0,110550863,110466291,0,6721382,0.0,89146614,84572,4178044,14811335,1.15,114728907,89146614,0.0,0.0,114728907,114728907,93102865
IN,IN,1996-01-01,193145,0,4082423,4276358.0,105626532,105557018,0,6900675,0.0,88901372,69514,4275568,10038328,1.1,109902101,88901372,0.0,0.0,109902101,109902101,92869921
IN,IN,1995-01-01,196847,0,3725569,3922769.0,105234430,105188892,0,6640750,0.0,87005957,45538,3922415,11217917,1.11,109156845,87005957,0.0,0.0,109156845,109156845,91207249
IN,IN,1994-01-01,165255,0,3531393,3696648.0,103485409,103485409,0,6366552,0.0,83807543,0,3696648,13184417,1.14,107182057,83807543,0.0,0.0,107182057,107182057,87543584
IN,IN,1993-01-01,150696,0,3533294,3683990.0,99951149,99951149,0,6557276,0.0,81931490,0,3683990,11322749,1.12,103635139,81931490,0.0,0.0,103635139,103635139,85669498
IN,IN,1992-01-01,146861,0,3572120,3718981.0,97299582,97299582,0,6085308,0.0,76976815,0,3718981,14392538,1.17,101018563,76976815,0.0,0.0,101018563,101018563,80460021
IN,IN,1991-01-01,133718,0,3647594,3781311.0,98199986,98199986,0,5915020,0.0,77033736,0,3781311,15697508,1.18,101981297,77033736,0.0,0.0,101981297,101981297,80287954
IN,IN,1990-01-01,123443,0,3555175,3677651.0,97738497,97738497,0,5616789,0.0,73982219,0,3678618,18533509,1.22,101417115,73982219,0.0,0.0,101417115,101417115,77189157
KS,KS,2022-01-01,15860,0,269401,203306.0,61912268,34212134,0,2269735,13252.0,41947813,27700134,285261,17839244,1.4,62197529,41961065,0.0,0.0,62197529,62197529,-75821
KS,KS,2021-01-01,15740,0,233688,257614.0,56381275,32725615,0,1904996,2507.0,40489279,23655661,249428,13717698,1.32,56630703,40491786,0.0,0.0,56630703,56630703,258610
KS,KS,2020-01-01,15500,0,187537,207995.0,54338794,32081773,0,2199029,2279.090909090909,39483946,22257021,203037,12710176,1.3,54541831,39483946,0.0,0.0,54541831,54541831,-59315
KS,KS,2019-01-01,16900,0,98473,117259.0,50772619,31467553,0,2231835,2051.181818181818,41159628,19305066,115373,7276513,1.17,50887992,41159628,0.0,0.0,50887992,50887992,102757
KS,KS,2018-01-01,15600,0,85870,105372.0,51608743,34517756,0,2168169,1823.2727272727273,42036979,17090987,101470,7136895,1.16,51710213,42036979,0.0,42.0,51710213,51710213,262799
KS,KS,2017-01-01,14974,0,42785,53990.0,50875538,33850129,0,2191592,1595.3636363636365,40287787,17025409,57759,8119245,1.19,50933380,40287787,0.0,84.0,50933296,50933380,280766
KS,KS,2016-01-01,0,0,51775,52547.0,47548216,34176130,0,2129927,1367.4545454545455,40810174,13372086,51775,4100953,1.09,47599991,40810174,0.0,42.0,47599991,47599991,506389
KS,KS,2015-01-01,0,0,35566,45614.0,45491558,35293856,0,1987900,1139.5454545454545,39849127,10197702,35566,3023410,1.07,45527124,39849127,0.0,0.0,45527124,45527124,621073
KS,KS,2014-01-01,0,0,36371,60865.0,49691992,39669629,0,2112040,911.6363636363637,40561606,10022363,36371,6469402,1.15,49728363,40561606,0.0,0.0,49728363,49728363,524450
KS,KS,2013-01-01,0,0,75689,77023.0,48396893,39808763,0,2140588,683.7272727272727,39847397,8588130,75689,5806465,1.14,48472581,39847397,0.0,0.0,48472581,48472581,601109
KS,KS,2012-01-01,0,0,64534,67572.0,44360157,39949146,0,2182051,455.818181818182,40293476,4411011,64534,1192559,1.03,44424691,40293476,0.0,0.0,44424691,44424691,689033
KS,KS,2011-01-01,0,0,1408,1408.0,45358432,42582626,0,2518733,227.909090909091,40760399,2775806,1408,1821080,1.04,45359840,40760399,0.0,0.0,45359840,45359840,258220
KS,KS,2010-01-01,0,0,0,0.0,47923762,45270047,0,2497099,0.0,40420675,2653716,0,4651306,1.11,47923762,40420675,0.0,0.0,47923762,47923762,354682
KS,KS,2009-01-01,0,0,0,0.0,46677308,44443224,0,2434473,130913.0,38112431,2234084,0,5654634,1.14,46677308,38243344,114.0,0.0,46677308,46677308,344743
KS,KS,2008-01-01,0,0,52,275.0,46630269,45275773,0,2545794,134108.0,39830953,1354496,52,3597275,1.08,46630321,39965061,0.0,0.0,46630321,46630321,521916
KS,KS,2007-01-01,0,0,8523,8684.0,50113672,49256450,0,2542204,135155.0,40030822,857222,8523,6765480,1.16,50122496,40165977,0.0,300.0,50122196,50122496,640151
KS,KS,2006-01-01,0,0,7238,7386.0,45516498,44621389,0,2577430,104833.0,39646469,895109,7238,1293972,1.03,45523736,39751302,0.0,0.0,45523736,45523736,1901025
KS,KS,2005-01-01,31,0,5250,5389.0,45857415,45421033,0,2608217,103264.0,38921019,436382,5281,2368409,1.05,45862696,39024283,253.0,0.0,45862696,45862696,1861529
KS,KS,2004-01-01,689,0,4298,62166.0,46777672,46409328,0,2720484,104283.0,37022257,368344,4987,5101957,1.12,46782659,37126540,206.0,0.0,46782659,46782659,1833409
KS,KS,2003-01-01,990,0,34342,62101.0,46532228,46155505,0,2697411,0.0,36735390,376724,35332,5666718,1.14,46567560,36735390,0.0,0.0,46567560,46567560,1467979
KS,KS,2002-01-01,848,0,16237,61323.0,47171361,46691936,0,2753869,0.0,36713540,479425,17085,6323378,1.15,47188446,36713540,0.0,0.0,47188446,47188446,1397597
KS,KS,2001-01-01,2057,0,38360,60018.0,44708105,44642712,0,2803356,0.0,35846951,65393,40417,5076668,1.13,44748522,35846951,0.0,0.0,44748522,44748522,1021487
KS,KS,2000-01-01,1818,0,33846,36452.0,44780241,44764909,0,2794088,0.0,35921461,15332,35664,4544141,1.11,44815905,35921461,0.0,0.0,44815905,44815905,37441717
KS,KS,1999-01-01,2216,0,52723,55615.0,42015291,42002924,0,2653260,0.0,33820108,12367,54939,4037880,1.11,42071105,33820108,7750.0,875.0,42070230,42071105,35338339
KS,KS,1998-01-01,1243,0,91732,93703.0,41492252,41480827,0,2427630,0.0,34140176,11425,92975,3456095,1.09,41588927,34140176,0.0,3700.0,41585227,41588927,35670968
KS,KS,1997-01-01,912,0,58976,60780.0,37857597,37843716,0,2433060,0.0,32270009,13881,59888,1750317,1.05,37917835,32270009,0.0,350.0,37917485,37917835,33702127
KS,KS,1996-01-01,1182,0,55461,57431.0,39885513,39874544,0,2428832,0.0,31290626,10969,56643,4794535,1.14,39942156,31290626,0.0,0.0,39942156,39942156,32687441
KS,KS,1995-01-01,4920,0,174088,179871.0,38241697,38230483,0,2316996,0.0,30356882,11214,179008,4250439,1.12,38420706,30356882,0.0,0.0,38420706,38420706,31822734
KS,KS,1994-01-01,4920,0,321223,326904.0,37293725,37283871,0,2249653,0.0,29613821,9854,326143,4406304,1.13,37619868,29613821,0.0,0.0,37619868,37619868,30933970
KS,KS,1993-01-01,0,0,305005,305538.0,36437562,36432577,0,2305641,0.0,28808385,4985,305005,4285080,1.13,36742567,28808385,0.0,0.0,36742567,36742567,30122732
KS,KS,1992-01-01,0,0,304961,305221.0,31773533,31763765,0,2139915,0.0,27069105,9768,304961,1617217,1.05,32078494,27069105,0.0,0.0,32078494,32078494,28293987
KS,KS,1991-01-01,0,0,314454,314799.0,32316290,32314825,0,2161662,0.0,28152224,1465,314454,1099132,1.03,32630744,28152224,0.0,0.0,32630744,32630744,29341483
KS,KS,1990-01-01,0,0,314749,315094.0,33870109,33868644,0,2061156,0.0,27148767,1465,314749,3770640,1.12,34184858,27148767,0.0,0.0,34184858,34184858,28325599
KY,KY,2022-01-01,2760,0,562371,363170.0,68582198,67900615,0,4075183,127557.0,75211185,681583,565131,-10493632,0.87,69147329,75338742,0.0,0.0,69147329,69147329,-136133
KY,KY,2021-01-01,0,0,552980,362544.0,69355432,68761562,0,3505762,128540.0,74388446,593870,552980,-8952800,0.89,69908411,74516986,0.0,0.0,69908411,69908411,475919
KY,KY,2020-01-01,0,0,468662,283494.0,63071166,62568739,0,3998871,120078.0,71680321,502427,468662,-12435073,0.84,63539829,71800399,0.0,0.0,63539829,63539829,-107862
KY,KY,2019-01-01,0,0,511537,317510.0,71292717,70896610,0,4085519,128106.0,75217276,396107,511537,-8132260,0.9,71804254,75345382,0.0,0.0,71804254,71804254,188103
KY,KY,2018-01-01,0,0,532681,368558.0,78271816,77557021,0,3951397,130341.0,76480295,714795,532681,-2599233,0.97,78810465,76610636,167.0,5968.0,78804497,78810465,478940
KY,KY,2017-01-01,0,0,619070,414612.0,72560126,72105628,0,3951197,131349.0,72503038,454498,619070,-4325041,0.94,73181352,72634387,7.0,2156.0,73179196,73181352,506190
KY,KY,2016-01-01,0,0,613232,406421.0,79660270,79113471,0,3891032,135976.0,74417599,546799,613232,497382,1.01,80273501,74553575,3.5,1078.0,80273501,80273501,925091
KY,KY,2015-01-01,0,0,589460,388445.0,82954211,82364762,0,3793236,134994.0,75903636,589449,589460,2138250,1.03,83543671,76038630,0.0,0.0,83543671,83543671,1185109
KY,KY,2014-01-01,0,0,598604,391720.0,90297831,90133403,0,4105138,174608.0,78664316,164428,598604,6541288,1.08,90896435,78838924,0.0,0.0,90896435,90896435,1019365
KY,KY,2013-01-01,0,0,432688,255070.0,89308333,89098127,0,4553483,111955.0,84651887,210206,432688,-1110059,0.99,89741021,84763842,0.0,0.0,89741021,89741021,1278685
KY,KY,2012-01-01,0,0,468277,271434.0,89481412,89155630,0,4822328,83966.25,89048490,325782,468277,-5715325,0.94,89949689,89048490,0.0,0.0,89949689,89949689,1522761
KY,KY,2011-01-01,0,0,579450,369324.0,97771532,97617419,0,5532899,55977.5,89538341,154113,579450,2343187,1.02,98350982,89538341,0.0,0.0,98350982,98350982,567231
KY,KY,2010-01-01,0,0,574144,458870.0,97643514,97472144,0,5780510,27988.75,93569426,171370,574144,-2412197,0.98,98217658,93569426,0.0,0.0,98217658,98217658,821050
KY,KY,2009-01-01,0,0,481519,381874.0,90148908,90029962,0,5658939,0.0,88896757,118946,481519,-5108499,0.95,90630427,88896757,0.0,0.0,90630427,90630427,801356
KY,KY,2008-01-01,0,0,535176,365975.0,97328164,86012151,0,5951436,53049.0,93375365,11316013,535176,-3102595,0.97,97863340,93428414,0.0,0.0,97863340,97863340,1220110
KY,KY,2007-01-01,0,0,568829,477076.0,96656490,85259079,0,5848484,51838.0,92352262,11397411,568829,-2977043,0.97,97225319,92404100,0.0,0.0,97225319,97225319,1472703
KY,KY,2006-01-01,0,0,526472,399822.0,98265542,86816479,0,5754024,127409.0,88616026,11449063,526472,50181,1.0,98792014,88743435,0.0,0.0,98792014,98792014,4243974
KY,KY,2005-01-01,0,0,520822,389447.0,97301597,85679912,0,5971871,133006.0,89218460,11621685,520822,-1763783,0.98,97822419,89351466,250.0,0.0,97822419,97822419,4262226
KY,KY,2004-01-01,0,0,511597,188482.0,94018350,82921402,0,6339924,0.0,86521156,11096948,511597,-2603970,0.97,94529947,86521156,0.0,0.0,94529947,94529947,4272649
